,date,call_rate,date_1m_bf,call_rate_1m_bf,Labeling
2858,2015.12.27,1.49,2015.11.27,1.49,Same
2859,2015.12.28,1.49,2015.11.28,1.49,Same
2860,2015.12.29,1.49,2015.11.29,1.49,Same
2861,2015.12.30,1.49,2015.11.30,1.5,None
2862,2015.12.31,1.52,2015.11.30,1.5,None
2863,2016.01.01,1.52,2015.12.01,1.48,Up
2864,2016.01.02,1.52,2015.12.02,1.44,Up
2865,2016.01.03,1.52,2015.12.03,1.45,Up
2866,2016.01.04,1.48,2015.12.04,1.4,Up
2867,2016.01.05,1.49,2015.12.05,1.4,Up
2868,2016.01.06,1.49,2015.12.06,1.4,Up
2869,2016.01.07,1.49,2015.12.07,1.44,Up
2870,2016.01.08,1.49,2015.12.08,1.46,Up
2871,2016.01.09,1.49,2015.12.09,1.46,Up
2872,2016.01.10,1.49,2015.12.10,1.48,None
2873,2016.01.11,1.49,2015.12.11,1.48,None
2874,2016.01.12,1.5,2015.12.12,1.48,None
2875,2016.01.13,1.5,2015.12.13,1.48,None
2876,2016.01.14,1.49,2015.12.14,1.48,None
2877,2016.01.15,1.5,2015.12.15,1.46,Up
2878,2016.01.16,1.5,2015.12.16,1.46,Up
2879,2016.01.17,1.5,2015.12.17,1.46,Up
2880,2016.01.18,1.5,2015.12.18,1.48,None
2881,2016.01.19,1.48,2015.12.19,1.48,Same
2882,2016.01.20,1.49,2015.12.20,1.48,None
2883,2016.01.21,1.49,2015.12.21,1.48,None
2884,2016.01.22,1.48,2015.12.22,1.48,Same
2885,2016.01.23,1.48,2015.12.23,1.49,None
2886,2016.01.24,1.48,2015.12.24,1.49,None
2887,2016.01.25,1.48,2015.12.25,1.49,None
2888,2016.01.26,1.48,2015.12.26,1.49,None
2889,2016.01.27,1.48,2015.12.27,1.49,None
2890,2016.01.28,1.48,2015.12.28,1.49,None
2891,2016.01.29,1.5,2015.12.29,1.49,None
2892,2016.01.30,1.5,2015.12.30,1.49,None
2893,2016.01.31,1.5,2015.12.31,1.52,None
2894,2016.02.01,1.49,2016.01.01,1.52,Down
2895,2016.02.02,1.49,2016.01.02,1.52,Down
2896,2016.02.03,1.49,2016.01.03,1.52,Down
2897,2016.02.04,1.51,2016.01.04,1.48,Up
2898,2016.02.05,1.47,2016.01.05,1.49,None
2899,2016.02.06,1.47,2016.01.06,1.49,None
2900,2016.02.07,1.47,2016.01.07,1.49,None
2901,2016.02.08,1.47,2016.01.08,1.49,None
2902,2016.02.09,1.47,2016.01.09,1.49,None
2903,2016.02.10,1.47,2016.01.10,1.49,None
2904,2016.02.11,1.49,2016.01.11,1.49,Same
2905,2016.02.12,1.48,2016.01.12,1.5,None
2906,2016.02.13,1.48,2016.01.13,1.5,None
2907,2016.02.14,1.48,2016.01.14,1.49,None
2908,2016.02.15,1.48,2016.01.15,1.5,None
2909,2016.02.16,1.47,2016.01.16,1.5,Down
2910,2016.02.17,1.48,2016.01.17,1.5,None
2911,2016.02.18,1.48,2016.01.18,1.5,None
2912,2016.02.19,1.47,2016.01.19,1.48,None
2913,2016.02.20,1.47,2016.01.20,1.49,None
2914,2016.02.21,1.47,2016.01.21,1.49,None
2915,2016.02.22,1.48,2016.01.22,1.48,Same
2916,2016.02.23,1.49,2016.01.23,1.48,None
2917,2016.02.24,1.49,2016.01.24,1.48,None
2918,2016.02.25,1.49,2016.01.25,1.48,None
2919,2016.02.26,1.5,2016.01.26,1.48,None
2920,2016.02.27,1.5,2016.01.27,1.48,None
2921,2016.02.28,1.5,2016.01.28,1.48,None
2922,2016.02.29,1.52,2016.01.29,1.5,None
2923,2016.03.01,1.52,2016.02.01,1.49,Up
2924,2016.03.02,1.5,2016.02.02,1.49,None
2925,2016.03.03,1.49,2016.02.03,1.49,Same
2926,2016.03.04,1.49,2016.02.04,1.51,None
2927,2016.03.05,1.49,2016.02.05,1.47,None
2928,2016.03.06,1.49,2016.02.06,1.47,None
2929,2016.03.07,1.49,2016.02.07,1.47,None
2930,2016.03.08,1.49,2016.02.08,1.47,None
2931,2016.03.09,1.48,2016.02.09,1.47,None
2932,2016.03.10,1.5,2016.02.10,1.47,Up
2933,2016.03.11,1.48,2016.02.11,1.49,None
2934,2016.03.12,1.48,2016.02.12,1.48,Same
2935,2016.03.13,1.48,2016.02.13,1.48,Same
2936,2016.03.14,1.48,2016.02.14,1.48,Same
2937,2016.03.15,1.48,2016.02.15,1.48,Same
2938,2016.03.16,1.48,2016.02.16,1.47,None
2939,2016.03.17,1.48,2016.02.17,1.48,Same
2940,2016.03.18,1.49,2016.02.18,1.48,None
2941,2016.03.19,1.49,2016.02.19,1.47,None
2942,2016.03.20,1.49,2016.02.20,1.47,None
2943,2016.03.21,1.49,2016.02.21,1.47,None
2944,2016.03.22,1.49,2016.02.22,1.48,None
2945,2016.03.23,1.49,2016.02.23,1.49,Same
2946,2016.03.24,1.49,2016.02.24,1.49,Same
2947,2016.03.25,1.49,2016.02.25,1.49,Same
2948,2016.03.26,1.49,2016.02.26,1.5,None
2949,2016.03.27,1.49,2016.02.27,1.5,None
2950,2016.03.28,1.49,2016.02.28,1.5,None
2951,2016.03.29,1.49,2016.02.29,1.52,Down
2952,2016.03.30,1.51,2016.02.29,1.52,None
2953,2016.03.31,1.53,2016.02.29,1.52,None
2954,2016.04.01,1.5,2016.03.01,1.52,None
2955,2016.04.02,1.5,2016.03.02,1.5,Same
2956,2016.04.03,1.5,2016.03.03,1.49,None
2957,2016.04.04,1.46,2016.03.04,1.49,Down
2958,2016.04.05,1.49,2016.03.05,1.49,Same
2959,2016.04.06,1.48,2016.03.06,1.49,None
2960,2016.04.07,1.48,2016.03.07,1.49,None
2961,2016.04.08,1.48,2016.03.08,1.49,None
2962,2016.04.09,1.48,2016.03.09,1.48,Same
2963,2016.04.10,1.48,2016.03.10,1.5,None
2964,2016.04.11,1.48,2016.03.11,1.48,Same
2965,2016.04.12,1.48,2016.03.12,1.48,Same
2966,2016.04.13,1.48,2016.03.13,1.48,Same
2967,2016.04.14,1.49,2016.03.14,1.48,None
2968,2016.04.15,1.48,2016.03.15,1.48,Same
2969,2016.04.16,1.48,2016.03.16,1.48,Same
2970,2016.04.17,1.48,2016.03.17,1.48,Same
2971,2016.04.18,1.49,2016.03.18,1.49,Same
2972,2016.04.19,1.48,2016.03.19,1.49,None
2973,2016.04.20,1.49,2016.03.20,1.49,Same
2974,2016.04.21,1.48,2016.03.21,1.49,None
2975,2016.04.22,1.48,2016.03.22,1.49,None
2976,2016.04.23,1.48,2016.03.23,1.49,None
2977,2016.04.24,1.48,2016.03.24,1.49,None
2978,2016.04.25,1.49,2016.03.25,1.49,Same
2979,2016.04.26,1.49,2016.03.26,1.49,Same
2980,2016.04.27,1.48,2016.03.27,1.49,None
2981,2016.04.28,1.48,2016.03.28,1.49,None
2982,2016.04.29,1.5,2016.03.29,1.49,None
2983,2016.04.30,1.5,2016.03.30,1.51,None
2984,2016.05.01,1.5,2016.04.01,1.5,Same
2985,2016.05.02,1.48,2016.04.02,1.5,None
2986,2016.05.03,1.48,2016.04.03,1.5,None
2987,2016.05.04,1.48,2016.04.04,1.46,None
2988,2016.05.05,1.48,2016.04.05,1.49,None
2989,2016.05.06,1.48,2016.04.06,1.48,Same
2990,2016.05.07,1.48,2016.04.07,1.48,Same
2991,2016.05.08,1.48,2016.04.08,1.48,Same
2992,2016.05.09,1.48,2016.04.09,1.48,Same
2993,2016.05.10,1.5,2016.04.10,1.48,None
2994,2016.05.11,1.54,2016.04.11,1.48,Up
2995,2016.05.12,1.49,2016.04.12,1.48,None
2996,2016.05.13,1.49,2016.04.13,1.48,None
2997,2016.05.14,1.49,2016.04.14,1.49,Same
2998,2016.05.15,1.49,2016.04.15,1.48,None
2999,2016.05.16,1.49,2016.04.16,1.48,None
3000,2016.05.17,1.49,2016.04.17,1.48,None
3001,2016.05.18,1.49,2016.04.18,1.49,Same
3002,2016.05.19,1.49,2016.04.19,1.48,None
3003,2016.05.20,1.49,2016.04.20,1.49,Same
3004,2016.05.21,1.49,2016.04.21,1.48,None
3005,2016.05.22,1.49,2016.04.22,1.48,None
3006,2016.05.23,1.49,2016.04.23,1.48,None
3007,2016.05.24,1.49,2016.04.24,1.48,None
3008,2016.05.25,1.49,2016.04.25,1.49,Same
3009,2016.05.26,1.49,2016.04.26,1.49,Same
3010,2016.05.27,1.48,2016.04.27,1.48,Same
3011,2016.05.28,1.48,2016.04.28,1.48,Same
3012,2016.05.29,1.48,2016.04.29,1.5,None
3013,2016.05.30,1.48,2016.04.30,1.5,None
3014,2016.05.31,1.48,2016.04.30,1.5,None
3015,2016.06.01,1.48,2016.05.01,1.5,None
3016,2016.06.02,1.49,2016.05.02,1.48,None
3017,2016.06.03,1.47,2016.05.03,1.48,None
3018,2016.06.04,1.47,2016.05.04,1.48,None
3019,2016.06.05,1.47,2016.05.05,1.48,None
3020,2016.06.06,1.47,2016.05.06,1.48,None
3021,2016.06.07,1.49,2016.05.07,1.48,None
3022,2016.06.08,1.48,2016.05.08,1.48,Same
3023,2016.06.09,1.24,2016.05.09,1.48,Down
3024,2016.06.10,1.24,2016.05.10,1.5,Down
3025,2016.06.11,1.24,2016.05.11,1.54,Down
3026,2016.06.12,1.24,2016.05.12,1.49,Down
3027,2016.06.13,1.24,2016.05.13,1.49,Down
3028,2016.06.14,1.24,2016.05.14,1.49,Down
3029,2016.06.15,1.24,2016.05.15,1.49,Down
3030,2016.06.16,1.24,2016.05.16,1.49,Down
3031,2016.06.17,1.24,2016.05.17,1.49,Down
3032,2016.06.18,1.24,2016.05.18,1.49,Down
3033,2016.06.19,1.24,2016.05.19,1.49,Down
3034,2016.06.20,1.24,2016.05.20,1.49,Down
3035,2016.06.21,1.24,2016.05.21,1.49,Down
3036,2016.06.22,1.24,2016.05.22,1.49,Down
3037,2016.06.23,1.24,2016.05.23,1.49,Down
3038,2016.06.24,1.24,2016.05.24,1.49,Down
3039,2016.06.25,1.24,2016.05.25,1.49,Down
3040,2016.06.26,1.24,2016.05.26,1.49,Down
3041,2016.06.27,1.24,2016.05.27,1.48,Down
3042,2016.06.28,1.22,2016.05.28,1.48,Down
3043,2016.06.29,1.22,2016.05.29,1.48,Down
3044,2016.06.30,1.23,2016.05.30,1.48,Down
3045,2016.07.01,1.2,2016.06.01,1.48,Down
3046,2016.07.02,1.2,2016.06.02,1.49,Down
3047,2016.07.03,1.2,2016.06.03,1.47,Down
3048,2016.07.04,1.2,2016.06.04,1.47,Down
3049,2016.07.05,1.23,2016.06.05,1.47,Down
3050,2016.07.06,1.23,2016.06.06,1.47,Down
3051,2016.07.07,1.23,2016.06.07,1.49,Down
3052,2016.07.08,1.23,2016.06.08,1.48,Down
3053,2016.07.09,1.23,2016.06.09,1.24,None
3054,2016.07.10,1.23,2016.06.10,1.24,None
3055,2016.07.11,1.23,2016.06.11,1.24,None
3056,2016.07.12,1.23,2016.06.12,1.24,None
3057,2016.07.13,1.23,2016.06.13,1.24,None
3058,2016.07.14,1.23,2016.06.14,1.24,None
3059,2016.07.15,1.23,2016.06.15,1.24,None
3060,2016.07.16,1.23,2016.06.16,1.24,None
3061,2016.07.17,1.23,2016.06.17,1.24,None
3062,2016.07.18,1.23,2016.06.18,1.24,None
3063,2016.07.19,1.23,2016.06.19,1.24,None
3064,2016.07.20,1.23,2016.06.20,1.24,None
3065,2016.07.21,1.23,2016.06.21,1.24,None
3066,2016.07.22,1.23,2016.06.22,1.24,None
3067,2016.07.23,1.23,2016.06.23,1.24,None
3068,2016.07.24,1.23,2016.06.24,1.24,None
3069,2016.07.25,1.23,2016.06.25,1.24,None
3070,2016.07.26,1.23,2016.06.26,1.24,None
3071,2016.07.27,1.21,2016.06.27,1.24,Down
3072,2016.07.28,1.22,2016.06.28,1.22,Same
3073,2016.07.29,1.24,2016.06.29,1.22,None
3074,2016.07.30,1.24,2016.06.30,1.23,None
3075,2016.07.31,1.24,2016.06.30,1.23,None
3076,2016.08.01,1.23,2016.07.01,1.2,Up
3077,2016.08.02,1.23,2016.07.02,1.2,Up
3078,2016.08.03,1.23,2016.07.03,1.2,Up
3079,2016.08.04,1.23,2016.07.04,1.2,Up
3080,2016.08.05,1.23,2016.07.05,1.23,Same
3081,2016.08.06,1.23,2016.07.06,1.23,Same
3082,2016.08.07,1.23,2016.07.07,1.23,Same
3083,2016.08.08,1.23,2016.07.08,1.23,Same
3084,2016.08.09,1.23,2016.07.09,1.23,Same
3085,2016.08.10,1.23,2016.07.10,1.23,Same
3086,2016.08.11,1.23,2016.07.11,1.23,Same
3087,2016.08.12,1.23,2016.07.12,1.23,Same
3088,2016.08.13,1.23,2016.07.13,1.23,Same
3089,2016.08.14,1.23,2016.07.14,1.23,Same
3090,2016.08.15,1.23,2016.07.15,1.23,Same
3091,2016.08.16,1.23,2016.07.16,1.23,Same
3092,2016.08.17,1.23,2016.07.17,1.23,Same
3093,2016.08.18,1.23,2016.07.18,1.23,Same
3094,2016.08.19,1.23,2016.07.19,1.23,Same
3095,2016.08.20,1.23,2016.07.20,1.23,Same
3096,2016.08.21,1.23,2016.07.21,1.23,Same
3097,2016.08.22,1.23,2016.07.22,1.23,Same
3098,2016.08.23,1.23,2016.07.23,1.23,Same
3099,2016.08.24,1.24,2016.07.24,1.23,None
3100,2016.08.25,1.24,2016.07.25,1.23,None
3101,2016.08.26,1.24,2016.07.26,1.23,None
3102,2016.08.27,1.24,2016.07.27,1.21,Up
3103,2016.08.28,1.24,2016.07.28,1.22,None
3104,2016.08.29,1.24,2016.07.29,1.24,Same
3105,2016.08.30,1.24,2016.07.30,1.24,Same
3106,2016.08.31,1.25,2016.07.31,1.24,None
3107,2016.09.01,1.24,2016.08.01,1.23,None
3108,2016.09.02,1.23,2016.08.02,1.23,Same
3109,2016.09.03,1.23,2016.08.03,1.23,Same
3110,2016.09.04,1.23,2016.08.04,1.23,Same
3111,2016.09.05,1.22,2016.08.05,1.23,None
3112,2016.09.06,1.24,2016.08.06,1.23,None
3113,2016.09.07,1.23,2016.08.07,1.23,Same
3114,2016.09.08,1.25,2016.08.08,1.23,None
3115,2016.09.09,1.25,2016.08.09,1.23,None
3116,2016.09.10,1.25,2016.08.10,1.23,None
3117,2016.09.11,1.25,2016.08.11,1.23,None
3118,2016.09.12,1.24,2016.08.12,1.23,None
3119,2016.09.13,1.24,2016.08.13,1.23,None
3120,2016.09.14,1.24,2016.08.14,1.23,None
3121,2016.09.15,1.24,2016.08.15,1.23,None
3122,2016.09.16,1.24,2016.08.16,1.23,None
3123,2016.09.17,1.24,2016.08.17,1.23,None
3124,2016.09.18,1.24,2016.08.18,1.23,None
3125,2016.09.19,1.24,2016.08.19,1.23,None
3126,2016.09.20,1.24,2016.08.20,1.23,None
3127,2016.09.21,1.24,2016.08.21,1.23,None
3128,2016.09.22,1.24,2016.08.22,1.23,None
3129,2016.09.23,1.24,2016.08.23,1.23,None
3130,2016.09.24,1.24,2016.08.24,1.24,Same
3131,2016.09.25,1.24,2016.08.25,1.24,Same
3132,2016.09.26,1.24,2016.08.26,1.24,Same
3133,2016.09.27,1.24,2016.08.27,1.24,Same
3134,2016.09.28,1.25,2016.08.28,1.24,None
3135,2016.09.29,1.25,2016.08.29,1.24,None
3136,2016.09.30,1.26,2016.08.30,1.24,None
3137,2016.10.01,1.26,2016.09.01,1.24,None
3138,2016.10.02,1.26,2016.09.02,1.23,Up
3139,2016.10.03,1.26,2016.09.03,1.23,Up
3140,2016.10.04,1.25,2016.09.04,1.23,None
3141,2016.10.05,1.24,2016.09.05,1.22,None
3142,2016.10.06,1.24,2016.09.06,1.24,Same
3143,2016.10.07,1.23,2016.09.07,1.23,Same
3144,2016.10.08,1.23,2016.09.08,1.25,None
3145,2016.10.09,1.23,2016.09.09,1.25,None
3146,2016.10.10,1.23,2016.09.10,1.25,None
3147,2016.10.11,1.24,2016.09.11,1.25,None
3148,2016.10.12,1.24,2016.09.12,1.24,Same
3149,2016.10.13,1.23,2016.09.13,1.24,None
3150,2016.10.14,1.24,2016.09.14,1.24,Same
3151,2016.10.15,1.24,2016.09.15,1.24,Same
3152,2016.10.16,1.24,2016.09.16,1.24,Same
3153,2016.10.17,1.24,2016.09.17,1.24,Same
3154,2016.10.18,1.23,2016.09.18,1.24,None
3155,2016.10.19,1.23,2016.09.19,1.24,None
3156,2016.10.20,1.23,2016.09.20,1.24,None
3157,2016.10.21,1.24,2016.09.21,1.24,Same
3158,2016.10.22,1.24,2016.09.22,1.24,Same
3159,2016.10.23,1.24,2016.09.23,1.24,Same
3160,2016.10.24,1.24,2016.09.24,1.24,Same
3161,2016.10.25,1.23,2016.09.25,1.24,None
3162,2016.10.26,1.23,2016.09.26,1.24,None
3163,2016.10.27,1.23,2016.09.27,1.24,None
3164,2016.10.28,1.18,2016.09.28,1.25,Down
3165,2016.10.29,1.18,2016.09.29,1.25,Down
3166,2016.10.30,1.18,2016.09.30,1.26,Down
3167,2016.10.31,1.24,2016.09.30,1.26,None
3168,2016.11.01,1.22,2016.10.01,1.26,Down
3169,2016.11.02,1.22,2016.10.02,1.26,Down
3170,2016.11.03,1.22,2016.10.03,1.26,Down
3171,2016.11.04,1.24,2016.10.04,1.25,None
3172,2016.11.05,1.24,2016.10.05,1.24,Same
3173,2016.11.06,1.24,2016.10.06,1.24,Same
3174,2016.11.07,1.24,2016.10.07,1.23,None
3175,2016.11.08,1.24,2016.10.08,1.23,None
3176,2016.11.09,1.24,2016.10.09,1.23,None
3177,2016.11.10,1.23,2016.10.10,1.23,Same
3178,2016.11.11,1.23,2016.10.11,1.24,None
3179,2016.11.12,1.23,2016.10.12,1.24,None
3180,2016.11.13,1.23,2016.10.13,1.23,Same
3181,2016.11.14,1.24,2016.10.14,1.24,Same
3182,2016.11.15,1.24,2016.10.15,1.24,Same
3183,2016.11.16,1.24,2016.10.16,1.24,Same
3184,2016.11.17,1.24,2016.10.17,1.24,Same
3185,2016.11.18,1.23,2016.10.18,1.23,Same
3186,2016.11.19,1.23,2016.10.19,1.23,Same
3187,2016.11.20,1.23,2016.10.20,1.23,Same
3188,2016.11.21,1.19,2016.10.21,1.24,Down
3189,2016.11.22,1.23,2016.10.22,1.24,None
3190,2016.11.23,1.23,2016.10.23,1.24,None
3191,2016.11.24,1.23,2016.10.24,1.24,None
3192,2016.11.25,1.22,2016.10.25,1.23,None
3193,2016.11.26,1.22,2016.10.26,1.23,None
3194,2016.11.27,1.22,2016.10.27,1.23,None
3195,2016.11.28,1.19,2016.10.28,1.18,None
3196,2016.11.29,1.2,2016.10.29,1.18,None
3197,2016.11.30,1.23,2016.10.30,1.18,Up
3198,2016.12.01,1.21,2016.11.01,1.22,None
3199,2016.12.02,1.16,2016.11.02,1.22,Down
3200,2016.12.03,1.16,2016.11.03,1.22,Down
3201,2016.12.04,1.16,2016.11.04,1.24,Down
3202,2016.12.05,1.2,2016.11.05,1.24,Down
3203,2016.12.06,1.23,2016.11.06,1.24,None
3204,2016.12.07,1.23,2016.11.07,1.24,None
3205,2016.12.08,1.23,2016.11.08,1.24,None
3206,2016.12.09,1.23,2016.11.09,1.24,None
3207,2016.12.10,1.23,2016.11.10,1.23,Same
3208,2016.12.11,1.23,2016.11.11,1.23,Same
3209,2016.12.12,1.23,2016.11.12,1.23,Same
3210,2016.12.13,1.22,2016.11.13,1.23,None
3211,2016.12.14,1.22,2016.11.14,1.24,None
3212,2016.12.15,1.22,2016.11.15,1.24,None
3213,2016.12.16,1.2,2016.11.16,1.24,Down
3214,2016.12.17,1.2,2016.11.17,1.24,Down
3215,2016.12.18,1.2,2016.11.18,1.23,Down
3216,2016.12.19,1.23,2016.11.19,1.23,Same
3217,2016.12.20,1.2,2016.11.20,1.23,Down
3218,2016.12.21,1.22,2016.11.21,1.19,Up
3219,2016.12.22,1.23,2016.11.22,1.23,Same
3220,2016.12.23,1.24,2016.11.23,1.23,None
3221,2016.12.24,1.24,2016.11.24,1.23,None
3222,2016.12.25,1.24,2016.11.25,1.22,None
3223,2016.12.26,1.24,2016.11.26,1.22,None
3224,2016.12.27,1.24,2016.11.27,1.22,None
3225,2016.12.28,1.23,2016.11.28,1.19,Up
3226,2016.12.29,1.24,2016.11.29,1.2,Up
3227,2016.12.30,1.27,2016.11.30,1.23,Up
3228,2016.12.31,1.27,2016.11.30,1.23,Up
3229,2017.01.01,1.27,2016.12.01,1.21,Up
3230,2017.01.02,1.26,2016.12.02,1.16,Up
3231,2017.01.03,1.24,2016.12.03,1.16,Up
3232,2017.01.04,1.24,2016.12.04,1.16,Up
3233,2017.01.05,1.24,2016.12.05,1.2,Up
3234,2017.01.06,1.24,2016.12.06,1.23,None
3235,2017.01.07,1.24,2016.12.07,1.23,None
3236,2017.01.08,1.24,2016.12.08,1.23,None
3237,2017.01.09,1.24,2016.12.09,1.23,None
3238,2017.01.10,1.25,2016.12.10,1.23,None
3239,2017.01.11,1.24,2016.12.11,1.23,None
3240,2017.01.12,1.23,2016.12.12,1.23,Same
3241,2017.01.13,1.24,2016.12.13,1.22,None
3242,2017.01.14,1.24,2016.12.14,1.22,None
3243,2017.01.15,1.24,2016.12.15,1.22,None
3244,2017.01.16,1.24,2016.12.16,1.2,Up
3245,2017.01.17,1.23,2016.12.17,1.2,Up
3246,2017.01.18,1.23,2016.12.18,1.2,Up
3247,2017.01.19,1.24,2016.12.19,1.23,None
3248,2017.01.20,1.24,2016.12.20,1.2,Up
3249,2017.01.21,1.24,2016.12.21,1.22,None
3250,2017.01.22,1.24,2016.12.22,1.23,None
3251,2017.01.23,1.24,2016.12.23,1.24,Same
3252,2017.01.24,1.25,2016.12.24,1.24,None
3253,2017.01.25,1.25,2016.12.25,1.24,None
3254,2017.01.26,1.26,2016.12.26,1.24,None
3255,2017.01.27,1.26,2016.12.27,1.24,None
3256,2017.01.28,1.26,2016.12.28,1.23,Up
3257,2017.01.29,1.26,2016.12.29,1.24,None
3258,2017.01.30,1.26,2016.12.30,1.27,None
3259,2017.01.31,1.25,2016.12.31,1.27,None
3260,2017.02.01,1.23,2017.01.01,1.27,Down
3261,2017.02.02,1.23,2017.01.02,1.26,Down
3262,2017.02.03,1.23,2017.01.03,1.24,None
3263,2017.02.04,1.23,2017.01.04,1.24,None
3264,2017.02.05,1.23,2017.01.05,1.24,None
3265,2017.02.06,1.22,2017.01.06,1.24,None
3266,2017.02.07,1.21,2017.01.07,1.24,Down
3267,2017.02.08,1.22,2017.01.08,1.24,None
3268,2017.02.09,1.23,2017.01.09,1.24,None
3269,2017.02.10,1.23,2017.01.10,1.25,None
3270,2017.02.11,1.23,2017.01.11,1.24,None
3271,2017.02.12,1.23,2017.01.12,1.23,Same
3272,2017.02.13,1.23,2017.01.13,1.24,None
3273,2017.02.14,1.23,2017.01.14,1.24,None
3274,2017.02.15,1.23,2017.01.15,1.24,None
3275,2017.02.16,1.22,2017.01.16,1.24,None
3276,2017.02.17,1.23,2017.01.17,1.23,Same
3277,2017.02.18,1.23,2017.01.18,1.23,Same
3278,2017.02.19,1.23,2017.01.19,1.24,None
3279,2017.02.20,1.23,2017.01.20,1.24,None
3280,2017.02.21,1.23,2017.01.21,1.24,None
3281,2017.02.22,1.24,2017.01.22,1.24,Same
3282,2017.02.23,1.24,2017.01.23,1.24,Same
3283,2017.02.24,1.24,2017.01.24,1.25,None
3284,2017.02.25,1.24,2017.01.25,1.25,None
3285,2017.02.26,1.24,2017.01.26,1.26,None
3286,2017.02.27,1.24,2017.01.27,1.26,None
3287,2017.02.28,1.26,2017.01.28,1.26,Same
3288,2017.03.01,1.26,2017.02.01,1.23,Up
3289,2017.03.02,1.24,2017.02.02,1.23,None
3290,2017.03.03,1.23,2017.02.03,1.23,Same
3291,2017.03.04,1.23,2017.02.04,1.23,Same
3292,2017.03.05,1.23,2017.02.05,1.23,Same
3293,2017.03.06,1.2,2017.02.06,1.22,None
3294,2017.03.07,1.18,2017.02.07,1.21,Down
3295,2017.03.08,1.23,2017.02.08,1.22,None
3296,2017.03.09,1.24,2017.02.09,1.23,None
3297,2017.03.10,1.24,2017.02.10,1.23,None
3298,2017.03.11,1.24,2017.02.11,1.23,None
3299,2017.03.12,1.24,2017.02.12,1.23,None
3300,2017.03.13,1.23,2017.02.13,1.23,Same
3301,2017.03.14,1.23,2017.02.14,1.23,Same
3302,2017.03.15,1.23,2017.02.15,1.23,Same
3303,2017.03.16,1.22,2017.02.16,1.22,Same
3304,2017.03.17,1.2,2017.02.17,1.23,Down
3305,2017.03.18,1.2,2017.02.18,1.23,Down
3306,2017.03.19,1.2,2017.02.19,1.23,Down
3307,2017.03.20,1.22,2017.02.20,1.23,None
3308,2017.03.21,1.22,2017.02.21,1.23,None
3309,2017.03.22,1.22,2017.02.22,1.24,None
3310,2017.03.23,1.23,2017.02.23,1.24,None
3311,2017.03.24,1.22,2017.02.24,1.24,None
3312,2017.03.25,1.22,2017.02.25,1.24,None
3313,2017.03.26,1.22,2017.02.26,1.24,None
3314,2017.03.27,1.23,2017.02.27,1.24,None
3315,2017.03.28,1.22,2017.02.28,1.26,Down
3316,2017.03.29,1.24,2017.02.28,1.26,None
3317,2017.03.30,1.25,2017.02.28,1.26,None
3318,2017.03.31,1.27,2017.02.28,1.26,None
3319,2017.04.01,1.27,2017.03.01,1.26,None
3320,2017.04.02,1.27,2017.03.02,1.24,Up
3321,2017.04.03,1.25,2017.03.03,1.23,None
3322,2017.04.04,1.23,2017.03.04,1.23,Same
3323,2017.04.05,1.23,2017.03.05,1.23,Same
3324,2017.04.06,1.23,2017.03.06,1.2,Up
3325,2017.04.07,1.23,2017.03.07,1.18,Up
3326,2017.04.08,1.23,2017.03.08,1.23,Same
3327,2017.04.09,1.23,2017.03.09,1.24,None
3328,2017.04.10,1.23,2017.03.10,1.24,None
3329,2017.04.11,1.23,2017.03.11,1.24,None
3330,2017.04.12,1.23,2017.03.12,1.24,None
3331,2017.04.13,1.23,2017.03.13,1.23,Same
3332,2017.04.14,1.23,2017.03.14,1.23,Same
3333,2017.04.15,1.23,2017.03.15,1.23,Same
3334,2017.04.16,1.23,2017.03.16,1.22,None
3335,2017.04.17,1.23,2017.03.17,1.2,Up
3336,2017.04.18,1.23,2017.03.18,1.2,Up
3337,2017.04.19,1.23,2017.03.19,1.2,Up
3338,2017.04.20,1.24,2017.03.20,1.22,None
3339,2017.04.21,1.24,2017.03.21,1.22,None
3340,2017.04.22,1.24,2017.03.22,1.22,None
3341,2017.04.23,1.24,2017.03.23,1.23,None
3342,2017.04.24,1.24,2017.03.24,1.22,None
3343,2017.04.25,1.23,2017.03.25,1.22,None
3344,2017.04.26,1.22,2017.03.26,1.22,Same
3345,2017.04.27,1.17,2017.03.27,1.23,Down
3346,2017.04.28,1.21,2017.03.28,1.22,None
3347,2017.04.29,1.21,2017.03.29,1.24,Down
3348,2017.04.30,1.21,2017.03.30,1.25,Down
3349,2017.05.01,1.21,2017.04.01,1.27,Down
3350,2017.05.02,1.22,2017.04.02,1.27,Down
3351,2017.05.03,1.22,2017.04.03,1.25,Down
3352,2017.05.04,1.22,2017.04.04,1.23,None
3353,2017.05.05,1.22,2017.04.05,1.23,None
3354,2017.05.06,1.22,2017.04.06,1.23,None
3355,2017.05.07,1.22,2017.04.07,1.23,None
3356,2017.05.08,1.23,2017.04.08,1.23,Same
3357,2017.05.09,1.23,2017.04.09,1.23,Same
3358,2017.05.10,1.23,2017.04.10,1.23,Same
3359,2017.05.11,1.23,2017.04.11,1.23,Same
3360,2017.05.12,1.23,2017.04.12,1.23,Same
3361,2017.05.13,1.23,2017.04.13,1.23,Same
3362,2017.05.14,1.23,2017.04.14,1.23,Same
3363,2017.05.15,1.23,2017.04.15,1.23,Same
3364,2017.05.16,1.23,2017.04.16,1.23,Same
3365,2017.05.17,1.23,2017.04.17,1.23,Same
