,date,call_rate,date_1m_bf,call_rate_1m_bf,Labeling
2036,2013.09.26,2.5,2013.08.26,2.5,Same
2037,2013.09.27,2.5,2013.08.27,2.5,Same
2038,2013.09.28,2.5,2013.08.28,2.5,Same
2039,2013.09.29,2.5,2013.08.29,2.5,Same
2040,2013.09.30,2.5,2013.08.30,2.51,None
2041,2013.10.01,2.5,2013.09.01,2.51,None
2042,2013.10.02,2.49,2013.09.02,2.51,None
2043,2013.10.03,2.49,2013.09.03,2.51,None
2044,2013.10.04,2.48,2013.09.04,2.5,None
2045,2013.10.05,2.48,2013.09.05,2.5,None
2046,2013.10.06,2.48,2013.09.06,2.5,None
2047,2013.10.07,2.5,2013.09.07,2.5,Same
2048,2013.10.08,2.49,2013.09.08,2.5,None
2049,2013.10.09,2.49,2013.09.09,2.5,None
2050,2013.10.10,2.49,2013.09.10,2.51,None
2051,2013.10.11,2.49,2013.09.11,2.49,Same
2052,2013.10.12,2.49,2013.09.12,2.5,None
2053,2013.10.13,2.49,2013.09.13,2.5,None
2054,2013.10.14,2.49,2013.09.14,2.5,None
2055,2013.10.15,2.49,2013.09.15,2.5,None
2056,2013.10.16,2.49,2013.09.16,2.5,None
2057,2013.10.17,2.49,2013.09.17,2.5,None
2058,2013.10.18,2.5,2013.09.18,2.5,Same
2059,2013.10.19,2.5,2013.09.19,2.5,Same
2060,2013.10.20,2.5,2013.09.20,2.5,Same
2061,2013.10.21,2.49,2013.09.21,2.5,None
2062,2013.10.22,2.5,2013.09.22,2.5,Same
2063,2013.10.23,2.5,2013.09.23,2.5,Same
2064,2013.10.24,2.5,2013.09.24,2.5,Same
2065,2013.10.25,2.52,2013.09.25,2.5,None
2066,2013.10.26,2.52,2013.09.26,2.5,None
2067,2013.10.27,2.52,2013.09.27,2.5,None
2068,2013.10.28,2.52,2013.09.28,2.5,None
2069,2013.10.29,2.52,2013.09.29,2.5,None
2070,2013.10.30,2.51,2013.09.30,2.5,None
2071,2013.10.31,2.52,2013.09.30,2.5,None
2072,2013.11.01,2.48,2013.10.01,2.5,None
2073,2013.11.02,2.48,2013.10.02,2.49,None
2074,2013.11.03,2.48,2013.10.03,2.49,None
2075,2013.11.04,2.48,2013.10.04,2.48,Same
2076,2013.11.05,2.51,2013.10.05,2.48,None
2077,2013.11.06,2.49,2013.10.06,2.48,None
2078,2013.11.07,2.5,2013.10.07,2.5,Same
2079,2013.11.08,2.5,2013.10.08,2.49,None
2080,2013.11.09,2.5,2013.10.09,2.49,None
2081,2013.11.10,2.5,2013.10.10,2.49,None
2082,2013.11.11,2.5,2013.10.11,2.49,None
2083,2013.11.12,2.5,2013.10.12,2.49,None
2084,2013.11.13,2.5,2013.10.13,2.49,None
2085,2013.11.14,2.5,2013.10.14,2.49,None
2086,2013.11.15,2.5,2013.10.15,2.49,None
2087,2013.11.16,2.5,2013.10.16,2.49,None
2088,2013.11.17,2.5,2013.10.17,2.49,None
2089,2013.11.18,2.5,2013.10.18,2.5,Same
2090,2013.11.19,2.5,2013.10.19,2.5,Same
2091,2013.11.20,2.5,2013.10.20,2.5,Same
2092,2013.11.21,2.5,2013.10.21,2.49,None
2093,2013.11.22,2.5,2013.10.22,2.5,Same
2094,2013.11.23,2.5,2013.10.23,2.5,Same
2095,2013.11.24,2.5,2013.10.24,2.5,Same
2096,2013.11.25,2.5,2013.10.25,2.52,None
2097,2013.11.26,2.49,2013.10.26,2.52,None
2098,2013.11.27,2.49,2013.10.27,2.52,None
2099,2013.11.28,2.49,2013.10.28,2.52,None
2100,2013.11.29,2.5,2013.10.29,2.52,None
2101,2013.11.30,2.5,2013.10.30,2.51,None
2102,2013.12.01,2.5,2013.11.01,2.48,None
2103,2013.12.02,2.49,2013.11.02,2.48,None
2104,2013.12.03,2.49,2013.11.03,2.48,None
2105,2013.12.04,2.48,2013.11.04,2.48,Same
2106,2013.12.05,2.49,2013.11.05,2.51,None
2107,2013.12.06,2.49,2013.11.06,2.49,Same
2108,2013.12.07,2.49,2013.11.07,2.5,None
2109,2013.12.08,2.49,2013.11.08,2.5,None
2110,2013.12.09,2.5,2013.11.09,2.5,Same
2111,2013.12.10,2.5,2013.11.10,2.5,Same
2112,2013.12.11,2.49,2013.11.11,2.5,None
2113,2013.12.12,2.49,2013.11.12,2.5,None
2114,2013.12.13,2.49,2013.11.13,2.5,None
2115,2013.12.14,2.49,2013.11.14,2.5,None
2116,2013.12.15,2.49,2013.11.15,2.5,None
2117,2013.12.16,2.49,2013.11.16,2.5,None
2118,2013.12.17,2.49,2013.11.17,2.5,None
2119,2013.12.18,2.49,2013.11.18,2.5,None
2120,2013.12.19,2.5,2013.11.19,2.5,Same
2121,2013.12.20,2.51,2013.11.20,2.5,None
2122,2013.12.21,2.51,2013.11.21,2.5,None
2123,2013.12.22,2.51,2013.11.22,2.5,None
2124,2013.12.23,2.52,2013.11.23,2.5,None
2125,2013.12.24,2.52,2013.11.24,2.5,None
2126,2013.12.25,2.52,2013.11.25,2.5,None
2127,2013.12.26,2.51,2013.11.26,2.49,None
2128,2013.12.27,2.5,2013.11.27,2.49,None
2129,2013.12.28,2.5,2013.11.28,2.49,None
2130,2013.12.29,2.5,2013.11.29,2.5,Same
2131,2013.12.30,2.51,2013.11.30,2.5,None
2132,2013.12.31,2.52,2013.11.30,2.5,None
2133,2014.01.01,2.52,2013.12.01,2.5,None
2134,2014.01.02,2.51,2013.12.02,2.49,None
2135,2014.01.03,2.5,2013.12.03,2.49,None
2136,2014.01.04,2.5,2013.12.04,2.48,None
2137,2014.01.05,2.5,2013.12.05,2.49,None
2138,2014.01.06,2.48,2013.12.06,2.49,None
2139,2014.01.07,2.5,2013.12.07,2.49,None
2140,2014.01.08,2.49,2013.12.08,2.49,Same
2141,2014.01.09,2.49,2013.12.09,2.5,None
2142,2014.01.10,2.5,2013.12.10,2.5,Same
2143,2014.01.11,2.5,2013.12.11,2.49,None
2144,2014.01.12,2.5,2013.12.12,2.49,None
2145,2014.01.13,2.49,2013.12.13,2.49,Same
2146,2014.01.14,2.49,2013.12.14,2.49,Same
2147,2014.01.15,2.49,2013.12.15,2.49,Same
2148,2014.01.16,2.49,2013.12.16,2.49,Same
2149,2014.01.17,2.49,2013.12.17,2.49,Same
2150,2014.01.18,2.49,2013.12.18,2.49,Same
2151,2014.01.19,2.49,2013.12.19,2.5,None
2152,2014.01.20,2.49,2013.12.20,2.51,None
2153,2014.01.21,2.49,2013.12.21,2.51,None
2154,2014.01.22,2.5,2013.12.22,2.51,None
2155,2014.01.23,2.5,2013.12.23,2.52,None
2156,2014.01.24,2.5,2013.12.24,2.52,None
2157,2014.01.25,2.5,2013.12.25,2.52,None
2158,2014.01.26,2.5,2013.12.26,2.51,None
2159,2014.01.27,2.52,2013.12.27,2.5,None
2160,2014.01.28,2.52,2013.12.28,2.5,None
2161,2014.01.29,2.51,2013.12.29,2.5,None
2162,2014.01.30,2.51,2013.12.30,2.51,Same
2163,2014.01.31,2.51,2013.12.31,2.52,None
2164,2014.02.01,2.51,2014.01.01,2.52,None
2165,2014.02.02,2.51,2014.01.02,2.51,Same
2166,2014.02.03,2.47,2014.01.03,2.5,None
2167,2014.02.04,2.48,2014.01.04,2.5,None
2168,2014.02.05,2.48,2014.01.05,2.5,None
2169,2014.02.06,2.49,2014.01.06,2.48,None
2170,2014.02.07,2.49,2014.01.07,2.5,None
2171,2014.02.08,2.49,2014.01.08,2.49,Same
2172,2014.02.09,2.49,2014.01.09,2.49,Same
2173,2014.02.10,2.49,2014.01.10,2.5,None
2174,2014.02.11,2.49,2014.01.11,2.5,None
2175,2014.02.12,2.49,2014.01.12,2.5,None
2176,2014.02.13,2.49,2014.01.13,2.49,Same
2177,2014.02.14,2.49,2014.01.14,2.49,Same
2178,2014.02.15,2.49,2014.01.15,2.49,Same
2179,2014.02.16,2.49,2014.01.16,2.49,Same
2180,2014.02.17,2.49,2014.01.17,2.49,Same
2181,2014.02.18,2.49,2014.01.18,2.49,Same
2182,2014.02.19,2.49,2014.01.19,2.49,Same
2183,2014.02.20,2.49,2014.01.20,2.49,Same
2184,2014.02.21,2.49,2014.01.21,2.49,Same
2185,2014.02.22,2.49,2014.01.22,2.5,None
2186,2014.02.23,2.49,2014.01.23,2.5,None
2187,2014.02.24,2.49,2014.01.24,2.5,None
2188,2014.02.25,2.49,2014.01.25,2.5,None
2189,2014.02.26,2.47,2014.01.26,2.5,None
2190,2014.02.27,2.48,2014.01.27,2.52,Down
2191,2014.02.28,2.49,2014.01.28,2.52,None
2192,2014.03.01,2.49,2014.02.01,2.51,None
2193,2014.03.02,2.49,2014.02.02,2.51,None
2194,2014.03.03,2.49,2014.02.03,2.47,None
2195,2014.03.04,2.5,2014.02.04,2.48,None
2196,2014.03.05,2.49,2014.02.05,2.48,None
2197,2014.03.06,2.49,2014.02.06,2.49,Same
2198,2014.03.07,2.49,2014.02.07,2.49,Same
2199,2014.03.08,2.49,2014.02.08,2.49,Same
2200,2014.03.09,2.49,2014.02.09,2.49,Same
2201,2014.03.10,2.48,2014.02.10,2.49,None
2202,2014.03.11,2.48,2014.02.11,2.49,None
2203,2014.03.12,2.48,2014.02.12,2.49,None
2204,2014.03.13,2.48,2014.02.13,2.49,None
2205,2014.03.14,2.47,2014.02.14,2.49,None
2206,2014.03.15,2.47,2014.02.15,2.49,None
2207,2014.03.16,2.47,2014.02.16,2.49,None
2208,2014.03.17,2.48,2014.02.17,2.49,None
2209,2014.03.18,2.47,2014.02.18,2.49,None
2210,2014.03.19,2.46,2014.02.19,2.49,Down
2211,2014.03.20,2.46,2014.02.20,2.49,Down
2212,2014.03.21,2.45,2014.02.21,2.49,Down
2213,2014.03.22,2.45,2014.02.22,2.49,Down
2214,2014.03.23,2.45,2014.02.23,2.49,Down
2215,2014.03.24,2.46,2014.02.24,2.49,Down
2216,2014.03.25,2.48,2014.02.25,2.49,None
2217,2014.03.26,2.48,2014.02.26,2.47,None
2218,2014.03.27,2.48,2014.02.27,2.48,Same
2219,2014.03.28,2.48,2014.02.28,2.49,None
2220,2014.03.29,2.48,2014.02.28,2.49,None
2221,2014.03.30,2.48,2014.02.28,2.49,None
2222,2014.03.31,2.49,2014.02.28,2.49,Same
2223,2014.04.01,2.48,2014.03.01,2.49,None
2224,2014.04.02,2.48,2014.03.02,2.49,None
2225,2014.04.03,2.48,2014.03.03,2.49,None
2226,2014.04.04,2.48,2014.03.04,2.5,None
2227,2014.04.05,2.48,2014.03.05,2.49,None
2228,2014.04.06,2.48,2014.03.06,2.49,None
2229,2014.04.07,2.49,2014.03.07,2.49,Same
2230,2014.04.08,2.51,2014.03.08,2.49,None
2231,2014.04.09,2.5,2014.03.09,2.49,None
2232,2014.04.10,2.48,2014.03.10,2.48,Same
2233,2014.04.11,2.48,2014.03.11,2.48,Same
2234,2014.04.12,2.48,2014.03.12,2.48,Same
2235,2014.04.13,2.48,2014.03.13,2.48,Same
2236,2014.04.14,2.48,2014.03.14,2.47,None
2237,2014.04.15,2.48,2014.03.15,2.47,None
2238,2014.04.16,2.48,2014.03.16,2.47,None
2239,2014.04.17,2.48,2014.03.17,2.48,Same
2240,2014.04.18,2.48,2014.03.18,2.47,None
2241,2014.04.19,2.48,2014.03.19,2.46,None
2242,2014.04.20,2.48,2014.03.20,2.46,None
2243,2014.04.21,2.49,2014.03.21,2.45,Up
2244,2014.04.22,2.5,2014.03.22,2.45,Up
2245,2014.04.23,2.49,2014.03.23,2.45,Up
2246,2014.04.24,2.49,2014.03.24,2.46,Up
2247,2014.04.25,2.5,2014.03.25,2.48,None
2248,2014.04.26,2.5,2014.03.26,2.48,None
2249,2014.04.27,2.5,2014.03.27,2.48,None
2250,2014.04.28,2.49,2014.03.28,2.48,None
2251,2014.04.29,2.49,2014.03.29,2.48,None
2252,2014.04.30,2.5,2014.03.30,2.48,None
2253,2014.05.01,2.5,2014.04.01,2.48,None
2254,2014.05.02,2.5,2014.04.02,2.48,None
2255,2014.05.03,2.5,2014.04.03,2.48,None
2256,2014.05.04,2.5,2014.04.04,2.48,None
2257,2014.05.05,2.5,2014.04.05,2.48,None
2258,2014.05.06,2.5,2014.04.06,2.48,None
2259,2014.05.07,2.48,2014.04.07,2.49,None
2260,2014.05.08,2.49,2014.04.08,2.51,None
2261,2014.05.09,2.48,2014.04.09,2.5,None
2262,2014.05.10,2.48,2014.04.10,2.48,Same
2263,2014.05.11,2.48,2014.04.11,2.48,Same
2264,2014.05.12,2.49,2014.04.12,2.48,None
2265,2014.05.13,2.49,2014.04.13,2.48,None
2266,2014.05.14,2.5,2014.04.14,2.48,None
2267,2014.05.15,2.49,2014.04.15,2.48,None
2268,2014.05.16,2.49,2014.04.16,2.48,None
2269,2014.05.17,2.49,2014.04.17,2.48,None
2270,2014.05.18,2.49,2014.04.18,2.48,None
2271,2014.05.19,2.49,2014.04.19,2.48,None
2272,2014.05.20,2.49,2014.04.20,2.48,None
2273,2014.05.21,2.49,2014.04.21,2.49,Same
2274,2014.05.22,2.49,2014.04.22,2.5,None
2275,2014.05.23,2.49,2014.04.23,2.49,Same
2276,2014.05.24,2.49,2014.04.24,2.49,Same
2277,2014.05.25,2.49,2014.04.25,2.5,None
2278,2014.05.26,2.49,2014.04.26,2.5,None
2279,2014.05.27,2.48,2014.04.27,2.5,None
2280,2014.05.28,2.48,2014.04.28,2.49,None
2281,2014.05.29,2.49,2014.04.29,2.49,Same
2282,2014.05.30,2.49,2014.04.30,2.5,None
2283,2014.05.31,2.49,2014.04.30,2.5,None
2284,2014.06.01,2.49,2014.05.01,2.5,None
2285,2014.06.02,2.48,2014.05.02,2.5,None
2286,2014.06.03,2.48,2014.05.03,2.5,None
2287,2014.06.04,2.48,2014.05.04,2.5,None
2288,2014.06.05,2.48,2014.05.05,2.5,None
2289,2014.06.06,2.48,2014.05.06,2.5,None
2290,2014.06.07,2.48,2014.05.07,2.48,Same
2291,2014.06.08,2.48,2014.05.08,2.49,None
2292,2014.06.09,2.48,2014.05.09,2.48,Same
2293,2014.06.10,2.49,2014.05.10,2.48,None
2294,2014.06.11,2.49,2014.05.11,2.48,None
2295,2014.06.12,2.48,2014.05.12,2.49,None
2296,2014.06.13,2.48,2014.05.13,2.49,None
2297,2014.06.14,2.48,2014.05.14,2.5,None
2298,2014.06.15,2.48,2014.05.15,2.49,None
2299,2014.06.16,2.48,2014.05.16,2.49,None
2300,2014.06.17,2.47,2014.05.17,2.49,None
2301,2014.06.18,2.48,2014.05.18,2.49,None
2302,2014.06.19,2.48,2014.05.19,2.49,None
2303,2014.06.20,2.48,2014.05.20,2.49,None
2304,2014.06.21,2.48,2014.05.21,2.49,None
2305,2014.06.22,2.48,2014.05.22,2.49,None
2306,2014.06.23,2.48,2014.05.23,2.49,None
2307,2014.06.24,2.48,2014.05.24,2.49,None
2308,2014.06.25,2.49,2014.05.25,2.49,Same
2309,2014.06.26,2.49,2014.05.26,2.49,Same
2310,2014.06.27,2.48,2014.05.27,2.48,Same
2311,2014.06.28,2.48,2014.05.28,2.48,Same
2312,2014.06.29,2.48,2014.05.29,2.49,None
2313,2014.06.30,2.49,2014.05.30,2.49,Same
2314,2014.07.01,2.48,2014.06.01,2.49,None
2315,2014.07.02,2.48,2014.06.02,2.48,Same
2316,2014.07.03,2.48,2014.06.03,2.48,Same
2317,2014.07.04,2.48,2014.06.04,2.48,Same
2318,2014.07.05,2.48,2014.06.05,2.48,Same
2319,2014.07.06,2.48,2014.06.06,2.48,Same
2320,2014.07.07,2.48,2014.06.07,2.48,Same
2321,2014.07.08,2.48,2014.06.08,2.48,Same
2322,2014.07.09,2.5,2014.06.09,2.48,None
2323,2014.07.10,2.48,2014.06.10,2.49,None
2324,2014.07.11,2.48,2014.06.11,2.49,None
2325,2014.07.12,2.48,2014.06.12,2.48,Same
2326,2014.07.13,2.48,2014.06.13,2.48,Same
2327,2014.07.14,2.48,2014.06.14,2.48,Same
2328,2014.07.15,2.48,2014.06.15,2.48,Same
2329,2014.07.16,2.48,2014.06.16,2.48,Same
2330,2014.07.17,2.49,2014.06.17,2.47,None
2331,2014.07.18,2.48,2014.06.18,2.48,Same
2332,2014.07.19,2.48,2014.06.19,2.48,Same
2333,2014.07.20,2.48,2014.06.20,2.48,Same
2334,2014.07.21,2.48,2014.06.21,2.48,Same
2335,2014.07.22,2.48,2014.06.22,2.48,Same
2336,2014.07.23,2.49,2014.06.23,2.48,None
2337,2014.07.24,2.49,2014.06.24,2.48,None
2338,2014.07.25,2.49,2014.06.25,2.49,Same
2339,2014.07.26,2.49,2014.06.26,2.49,Same
2340,2014.07.27,2.49,2014.06.27,2.48,None
2341,2014.07.28,2.5,2014.06.28,2.48,None
2342,2014.07.29,2.5,2014.06.29,2.48,None
2343,2014.07.30,2.5,2014.06.30,2.49,None
2344,2014.07.31,2.49,2014.06.30,2.49,Same
2345,2014.08.01,2.48,2014.07.01,2.48,Same
2346,2014.08.02,2.48,2014.07.02,2.48,Same
2347,2014.08.03,2.48,2014.07.03,2.48,Same
2348,2014.08.04,2.48,2014.07.04,2.48,Same
2349,2014.08.05,2.48,2014.07.05,2.48,Same
2350,2014.08.06,2.49,2014.07.06,2.48,None
2351,2014.08.07,2.49,2014.07.07,2.48,None
2352,2014.08.08,2.49,2014.07.08,2.48,None
2353,2014.08.09,2.49,2014.07.09,2.5,None
2354,2014.08.10,2.49,2014.07.10,2.48,None
2355,2014.08.11,2.49,2014.07.11,2.48,None
2356,2014.08.12,2.49,2014.07.12,2.48,None
2357,2014.08.13,2.49,2014.07.13,2.48,None
2358,2014.08.14,2.24,2014.07.14,2.48,Down
2359,2014.08.15,2.24,2014.07.15,2.48,Down
2360,2014.08.16,2.24,2014.07.16,2.48,Down
2361,2014.08.17,2.24,2014.07.17,2.49,Down
2362,2014.08.18,2.24,2014.07.18,2.48,Down
2363,2014.08.19,2.24,2014.07.19,2.48,Down
2364,2014.08.20,2.23,2014.07.20,2.48,Down
2365,2014.08.21,2.23,2014.07.21,2.48,Down
2366,2014.08.22,2.23,2014.07.22,2.48,Down
2367,2014.08.23,2.23,2014.07.23,2.49,Down
2368,2014.08.24,2.23,2014.07.24,2.49,Down
2369,2014.08.25,2.24,2014.07.25,2.49,Down
2370,2014.08.26,2.23,2014.07.26,2.49,Down
2371,2014.08.27,2.23,2014.07.27,2.49,Down
2372,2014.08.28,2.23,2014.07.28,2.5,Down
2373,2014.08.29,2.24,2014.07.29,2.5,Down
2374,2014.08.30,2.24,2014.07.30,2.5,Down
2375,2014.08.31,2.24,2014.07.31,2.49,Down
2376,2014.09.01,2.23,2014.08.01,2.48,Down
2377,2014.09.02,2.23,2014.08.02,2.48,Down
2378,2014.09.03,2.24,2014.08.03,2.48,Down
2379,2014.09.04,2.25,2014.08.04,2.48,Down
2380,2014.09.05,2.25,2014.08.05,2.48,Down
2381,2014.09.06,2.25,2014.08.06,2.49,Down
2382,2014.09.07,2.25,2014.08.07,2.49,Down
2383,2014.09.08,2.25,2014.08.08,2.49,Down
2384,2014.09.09,2.25,2014.08.09,2.49,Down
2385,2014.09.10,2.25,2014.08.10,2.49,Down
2386,2014.09.11,2.23,2014.08.11,2.49,Down
2387,2014.09.12,2.23,2014.08.12,2.49,Down
2388,2014.09.13,2.23,2014.08.13,2.49,Down
2389,2014.09.14,2.23,2014.08.14,2.24,None
2390,2014.09.15,2.23,2014.08.15,2.24,None
2391,2014.09.16,2.23,2014.08.16,2.24,None
2392,2014.09.17,2.23,2014.08.17,2.24,None
2393,2014.09.18,2.23,2014.08.18,2.24,None
2394,2014.09.19,2.23,2014.08.19,2.24,None
2395,2014.09.20,2.23,2014.08.20,2.23,Same
2396,2014.09.21,2.23,2014.08.21,2.23,Same
2397,2014.09.22,2.23,2014.08.22,2.23,Same
2398,2014.09.23,2.23,2014.08.23,2.23,Same
2399,2014.09.24,2.24,2014.08.24,2.23,None
2400,2014.09.25,2.24,2014.08.25,2.24,Same
2401,2014.09.26,2.23,2014.08.26,2.23,Same
2402,2014.09.27,2.23,2014.08.27,2.23,Same
2403,2014.09.28,2.23,2014.08.28,2.23,Same
2404,2014.09.29,2.24,2014.08.29,2.24,Same
2405,2014.09.30,2.24,2014.08.30,2.24,Same
2406,2014.10.01,2.24,2014.09.01,2.23,None
2407,2014.10.02,2.23,2014.09.02,2.23,Same
2408,2014.10.03,2.23,2014.09.03,2.24,None
2409,2014.10.04,2.23,2014.09.04,2.25,None
2410,2014.10.05,2.23,2014.09.05,2.25,None
2411,2014.10.06,2.23,2014.09.06,2.25,None
2412,2014.10.07,2.23,2014.09.07,2.25,None
2413,2014.10.08,2.23,2014.09.08,2.25,None
2414,2014.10.09,2.23,2014.09.09,2.25,None
2415,2014.10.10,2.23,2014.09.10,2.25,None
2416,2014.10.11,2.23,2014.09.11,2.23,Same
2417,2014.10.12,2.23,2014.09.12,2.23,Same
2418,2014.10.13,2.23,2014.09.13,2.23,Same
2419,2014.10.14,2.23,2014.09.14,2.23,Same
2420,2014.10.15,1.99,2014.09.15,2.23,Down
2421,2014.10.16,1.98,2014.09.16,2.23,Down
2422,2014.10.17,1.98,2014.09.17,2.23,Down
2423,2014.10.18,1.98,2014.09.18,2.23,Down
2424,2014.10.19,1.98,2014.09.19,2.23,Down
2425,2014.10.20,1.98,2014.09.20,2.23,Down
2426,2014.10.21,1.98,2014.09.21,2.23,Down
2427,2014.10.22,1.98,2014.09.22,2.23,Down
2428,2014.10.23,1.99,2014.09.23,2.23,Down
2429,2014.10.24,1.98,2014.09.24,2.24,Down
2430,2014.10.25,1.98,2014.09.25,2.24,Down
2431,2014.10.26,1.98,2014.09.26,2.23,Down
2432,2014.10.27,1.98,2014.09.27,2.23,Down
2433,2014.10.28,1.98,2014.09.28,2.23,Down
2434,2014.10.29,1.98,2014.09.29,2.24,Down
2435,2014.10.30,1.98,2014.09.30,2.24,Down
2436,2014.10.31,1.97,2014.09.30,2.24,Down
2437,2014.11.01,1.97,2014.10.01,2.24,Down
2438,2014.11.02,1.97,2014.10.02,2.23,Down
2439,2014.11.03,1.98,2014.10.03,2.23,Down
2440,2014.11.04,1.96,2014.10.04,2.23,Down
2441,2014.11.05,1.97,2014.10.05,2.23,Down
2442,2014.11.06,1.98,2014.10.06,2.23,Down
2443,2014.11.07,1.98,2014.10.07,2.23,Down
2444,2014.11.08,1.98,2014.10.08,2.23,Down
2445,2014.11.09,1.98,2014.10.09,2.23,Down
2446,2014.11.10,1.98,2014.10.10,2.23,Down
2447,2014.11.11,1.98,2014.10.11,2.23,Down
2448,2014.11.12,1.98,2014.10.12,2.23,Down
2449,2014.11.13,1.98,2014.10.13,2.23,Down
2450,2014.11.14,1.98,2014.10.14,2.23,Down
2451,2014.11.15,1.98,2014.10.15,1.99,None
2452,2014.11.16,1.98,2014.10.16,1.98,Same
2453,2014.11.17,1.98,2014.10.17,1.98,Same
2454,2014.11.18,1.98,2014.10.18,1.98,Same
2455,2014.11.19,1.98,2014.10.19,1.98,Same
2456,2014.11.20,1.98,2014.10.20,1.98,Same
2457,2014.11.21,1.98,2014.10.21,1.98,Same
2458,2014.11.22,1.98,2014.10.22,1.98,Same
2459,2014.11.23,1.98,2014.10.23,1.99,None
2460,2014.11.24,1.98,2014.10.24,1.98,Same
2461,2014.11.25,1.99,2014.10.25,1.98,None
2462,2014.11.26,1.98,2014.10.26,1.98,Same
2463,2014.11.27,1.99,2014.10.27,1.98,None
2464,2014.11.28,1.99,2014.10.28,1.98,None
2465,2014.11.29,1.99,2014.10.29,1.98,None
2466,2014.11.30,1.99,2014.10.30,1.98,None
2467,2014.12.01,1.99,2014.11.01,1.97,None
2468,2014.12.02,1.98,2014.11.02,1.97,None
2469,2014.12.03,1.98,2014.11.03,1.98,Same
2470,2014.12.04,1.98,2014.11.04,1.96,None
2471,2014.12.05,1.98,2014.11.05,1.97,None
2472,2014.12.06,1.98,2014.11.06,1.98,Same
2473,2014.12.07,1.98,2014.11.07,1.98,Same
2474,2014.12.08,1.99,2014.11.08,1.98,None
2475,2014.12.09,2.01,2014.11.09,1.98,None
2476,2014.12.10,1.99,2014.11.10,1.98,None
2477,2014.12.11,1.98,2014.11.11,1.98,Same
2478,2014.12.12,1.98,2014.11.12,1.98,Same
2479,2014.12.13,1.98,2014.11.13,1.98,Same
2480,2014.12.14,1.98,2014.11.14,1.98,Same
2481,2014.12.15,2.0,2014.11.15,1.98,None
2482,2014.12.16,1.99,2014.11.16,1.98,None
2483,2014.12.17,1.98,2014.11.17,1.98,Same
2484,2014.12.18,1.98,2014.11.18,1.98,Same
2485,2014.12.19,1.98,2014.11.19,1.98,Same
2486,2014.12.20,1.98,2014.11.20,1.98,Same
2487,2014.12.21,1.98,2014.11.21,1.98,Same
2488,2014.12.22,1.99,2014.11.22,1.98,None
2489,2014.12.23,1.99,2014.11.23,1.98,None
2490,2014.12.24,1.99,2014.11.24,1.98,None
2491,2014.12.25,1.99,2014.11.25,1.99,Same
2492,2014.12.26,1.99,2014.11.26,1.98,None
2493,2014.12.27,1.99,2014.11.27,1.99,Same
2494,2014.12.28,1.99,2014.11.28,1.99,Same
2495,2014.12.29,1.99,2014.11.29,1.99,Same
2496,2014.12.30,2.01,2014.11.30,1.99,None
2497,2014.12.31,2.03,2014.11.30,1.99,Up
2498,2015.01.01,2.03,2014.12.01,1.99,Up
2499,2015.01.02,2.01,2014.12.02,1.98,None
2500,2015.01.03,2.01,2014.12.03,1.98,None
2501,2015.01.04,2.01,2014.12.04,1.98,None
2502,2015.01.05,2.0,2014.12.05,1.98,None
2503,2015.01.06,1.98,2014.12.06,1.98,Same
2504,2015.01.07,1.99,2014.12.07,1.98,None
2505,2015.01.08,1.99,2014.12.08,1.99,Same
2506,2015.01.09,1.98,2014.12.09,2.01,None
2507,2015.01.10,1.98,2014.12.10,1.99,None
2508,2015.01.11,1.98,2014.12.11,1.98,Same
2509,2015.01.12,1.99,2014.12.12,1.98,None
2510,2015.01.13,1.99,2014.12.13,1.98,None
2511,2015.01.14,1.99,2014.12.14,1.98,None
2512,2015.01.15,1.99,2014.12.15,2.0,None
2513,2015.01.16,1.98,2014.12.16,1.99,None
2514,2015.01.17,1.98,2014.12.17,1.98,Same
2515,2015.01.18,1.98,2014.12.18,1.98,Same
2516,2015.01.19,1.98,2014.12.19,1.98,Same
2517,2015.01.20,1.98,2014.12.20,1.98,Same
2518,2015.01.21,1.98,2014.12.21,1.98,Same
2519,2015.01.22,1.99,2014.12.22,1.99,Same
2520,2015.01.23,1.99,2014.12.23,1.99,Same
2521,2015.01.24,1.99,2014.12.24,1.99,Same
2522,2015.01.25,1.99,2014.12.25,1.99,Same
2523,2015.01.26,1.99,2014.12.26,1.99,Same
2524,2015.01.27,1.99,2014.12.27,1.99,Same
2525,2015.01.28,1.99,2014.12.28,1.99,Same
2526,2015.01.29,1.99,2014.12.29,1.99,Same
2527,2015.01.30,2.0,2014.12.30,2.01,None
2528,2015.01.31,2.0,2014.12.31,2.03,None
2529,2015.02.01,2.0,2015.01.01,2.03,None
2530,2015.02.02,1.99,2015.01.02,2.01,None
2531,2015.02.03,1.99,2015.01.03,2.01,None
2532,2015.02.04,1.99,2015.01.04,2.01,None
2533,2015.02.05,1.98,2015.01.05,2.0,None
2534,2015.02.06,1.99,2015.01.06,1.98,None
2535,2015.02.07,1.99,2015.01.07,1.99,Same
2536,2015.02.08,1.99,2015.01.08,1.99,Same
2537,2015.02.09,1.98,2015.01.09,1.98,Same
2538,2015.02.10,2.0,2015.01.10,1.98,None
2539,2015.02.11,1.99,2015.01.11,1.98,None
2540,2015.02.12,1.98,2015.01.12,1.99,None
2541,2015.02.13,1.98,2015.01.13,1.99,None
2542,2015.02.14,1.98,2015.01.14,1.99,None
2543,2015.02.15,1.98,2015.01.15,1.99,None
